source_path	classification	destination	sha256	rationale
src/features/combat/components/CombatLobbyPanel.tsx	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:src/features/combat/components/CombatLobbyPanel.tsx	c9925c7f71ab5b4e5ccefe6be691644caf755e12f78bac2495f85bf682ec7de4	rejected application, test, fixture, API, visual, or governance evidence
src/features/combat/components/CombatParticipantHeader.tsx	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:src/features/combat/components/CombatParticipantHeader.tsx	6dd2f4413eec5fcf932fd55b8e23c50c04fb847c7c844bcefdf20150e0fae4c2	rejected application, test, fixture, API, visual, or governance evidence
src/features/combat/components/CombatPreview.module.css	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:src/features/combat/components/CombatPreview.module.css	91b569ae9923a8e51644ef482a38ad09c8d1ad6494d411fc3dd540823c2b667b	rejected application, test, fixture, API, visual, or governance evidence
src/features/combat/components/CombatSharedActorBoard.tsx	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:src/features/combat/components/CombatSharedActorBoard.tsx	810355d8a419bd568183bb6297c6350aa845cf27247c60389cd72f2dadc9570e	rejected application, test, fixture, API, visual, or governance evidence
src/features/combat/components/CombatTerminalResultPanel.tsx	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:src/features/combat/components/CombatTerminalResultPanel.tsx	6c6d95ae3f468c2891c12fb17f011a57b1a50f717625cb7838f4c53396f85770	rejected application, test, fixture, API, visual, or governance evidence
src/features/combat/components/CombatUnavailablePanel.tsx	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:src/features/combat/components/CombatUnavailablePanel.tsx	6f9f9a53d8f1766b739ff4fa2e34ac442335b8fa257ca6603b421701a452e85e	rejected application, test, fixture, API, visual, or governance evidence
src/features/combat/components/combat-preview-types.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:src/features/combat/components/combat-preview-types.ts	f69bb81a4e91b657325bdbc9a80347bff617d8c64beb4b394ae591be21debafc	rejected application, test, fixture, API, visual, or governance evidence
src/features/combat/components/index.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:src/features/combat/components/index.ts	aed65fec4a1ed80a5e40ab0818ec8f6797001dc97204bbbc3baa057cdd5752ef	rejected application, test, fixture, API, visual, or governance evidence
src/features/combat/player-copy.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:src/features/combat/player-copy.ts	23ec6931b36a9dd48769f0171b75aff8654904ab9896f85bf79a325fff209559	rejected application, test, fixture, API, visual, or governance evidence
src/features/combat/ranked-search-controller.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:src/features/combat/ranked-search-controller.ts	1a0a69600a905cfee8c57b1f3ee8c256960e0671e5d1f96705f4bb22554e26af	rejected application, test, fixture, API, visual, or governance evidence
src/features/combat/useAuthoritativeCombatMatch.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:src/features/combat/useAuthoritativeCombatMatch.ts	fca6107caa49fcc0b418e63403c99904ed24a9d87c59a092053c909624d1e307	rejected application, test, fixture, API, visual, or governance evidence
src/features/combat/usePracticeCombatMatch.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:src/features/combat/usePracticeCombatMatch.ts	457dac40f863f5410d38fc78625ba1186db4dd63a2fe3133d64609e6e1970194	rejected application, test, fixture, API, visual, or governance evidence
src/features/combat/useRankedDailyCombatMatch.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:src/features/combat/useRankedDailyCombatMatch.ts	7c609493b1522e29b4da9d32179d1fc24da5cedffc52ab19f4fc80f2739176a8	rejected application, test, fixture, API, visual, or governance evidence
src/features/home/HomePage.tsx	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:src/features/home/HomePage.tsx	80d1057b1ef076b8a11ed54dde2d02465a6fc0ade5ab71cbe50b4799c855e5fe	rejected application, test, fixture, API, visual, or governance evidence
src/features/more/MorePages.tsx	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:src/features/more/MorePages.tsx	f994657a5f52862844da1bc99e9a43c41bda97849cbeca1e66ef40a810bafbb1	rejected application, test, fixture, API, visual, or governance evidence
src/features/play/PlayPage.tsx	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:src/features/play/PlayPage.tsx	ebd358d65c87000fcbb148edd2971aa01ad937bd7725563e8b7d92d60b8fc2c2	rejected application, test, fixture, API, visual, or governance evidence
src/features/play/SoloGamePage.tsx	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:src/features/play/SoloGamePage.tsx	0961fc99f615de295e92cf64beab8814bb3b6c1c4d36380349969009ec15215b	rejected application, test, fixture, API, visual, or governance evidence
src/features/play/legacy-go-restart-coordinator.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:src/features/play/legacy-go-restart-coordinator.ts	c57b4ffcb9b643579e999bab3d6701b11bfde11afb49640389900bd71e6b863b	rejected application, test, fixture, API, visual, or governance evidence
src/features/play/practice-generation-repository.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:src/features/play/practice-generation-repository.ts	30a41074351868dc5c3ffe9cc479df6b097434a5c64899ce2d4ec48d9ff4fb5b	rejected application, test, fixture, API, visual, or governance evidence
src/features/play/solo-completion-coordinator.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:src/features/play/solo-completion-coordinator.ts	710e0502f6fe6cfeb6d292fe3d1f3db24afbac868438a5804591051a6a6b208b	rejected application, test, fixture, API, visual, or governance evidence
src/features/play/solo-consumable-intent.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:src/features/play/solo-consumable-intent.ts	ee2b921febf159aba2ce0801c0e6abebae272f0d67e1d93a3a887f65719eacde	rejected application, test, fixture, API, visual, or governance evidence
src/features/play/solo-continuation-intent.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:src/features/play/solo-continuation-intent.ts	6d9794d4e933c316dc54573a0c331c4e9b80c5ffa9bd34e103f22b8e5cd670e1	rejected application, test, fixture, API, visual, or governance evidence
src/features/play/solo-history-repository.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:src/features/play/solo-history-repository.ts	3f7a09c702bbcb711252b0ad016d06abcd99edcb4bc3259df119e533108bcbea	rejected application, test, fixture, API, visual, or governance evidence
src/features/play/solo-launch.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:src/features/play/solo-launch.ts	25bc23b99c885225c55cbe151641c15c1049dedca11ffc8a23dee19b5f07e83f	rejected application, test, fixture, API, visual, or governance evidence
src/features/play/solo-session-cloud.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:src/features/play/solo-session-cloud.ts	242d7cc208d261c19890505f705ba1a617fb51f0c1ee2948a004677506d1c993	rejected application, test, fixture, API, visual, or governance evidence
src/features/play/solo-session-repository.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:src/features/play/solo-session-repository.ts	16710502636c892353580f3e28764f8ee4ada580735b055ee3bf0f4c2c38c430	rejected application, test, fixture, API, visual, or governance evidence
src/features/supporting/local-solo-projections.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:src/features/supporting/local-solo-projections.ts	9cec3d4d8a5e0b23c48e898030a85be8fae709aa1b507f6cbfb0bc7375093494	rejected application, test, fixture, API, visual, or governance evidence
src/features/supporting/notification-repository.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:src/features/supporting/notification-repository.ts	722984ef7f3d9745835560446c066d22004c5de8b7bb592e846e5c7cce3535c0	rejected application, test, fixture, API, visual, or governance evidence
src/features/supporting/use-notification-projection.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:src/features/supporting/use-notification-projection.ts	f474c12bdef3d59fe672a32e25da751ddac50c42c0bac2dad2b22c3205502bcb	rejected application, test, fixture, API, visual, or governance evidence
src/features/system/NotFoundPage.tsx	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:src/features/system/NotFoundPage.tsx	a8058de47b9011e706509cd588c32e8aaff545b32f65715a814b96c3a9df8504	rejected application, test, fixture, API, visual, or governance evidence
src/lib/supabase-browser.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:src/lib/supabase-browser.ts	650c1e1686c0ba85b8855fd88778ae542a9bf9481f6f2c736fe40b525eca834f	rejected application, test, fixture, API, visual, or governance evidence
src/main.tsx	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:src/main.tsx	0fb4d331c7c0011c91c82b12db2babf386deb67b8d2183d3af782d4db9f81978	rejected application, test, fixture, API, visual, or governance evidence
src/persistence/durable-state-coordinator.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:src/persistence/durable-state-coordinator.ts	03a0a9c0e6475e2058a800af06d214b19e8b33bdb23df2c4522d8ca3b401555c	rejected application, test, fixture, API, visual, or governance evidence
src/persistence/local-repository.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:src/persistence/local-repository.ts	7e61441b9ff159c9b3000cdc1b616fc3053d11e11e8aaa27c06d04c4da82f3d5	rejected application, test, fixture, API, visual, or governance evidence
src/services/account-hydration.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:src/services/account-hydration.ts	bd4dac869bdb0e5ebc3f8b13e339d6125b710ede56bb0d2f2392685054e4ecd5	rejected application, test, fixture, API, visual, or governance evidence
src/services/account-repository.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:src/services/account-repository.ts	c138ab0a9944f1d3a69b69eff1be961a07330a6ac489b9c20f74f961e45a8f34	rejected application, test, fixture, API, visual, or governance evidence
src/services/auth-service.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:src/services/auth-service.ts	b796b5d386786cb0b7ddda2513c9f1a3ec3df3ded9274944fff649d05b1297b3	rejected application, test, fixture, API, visual, or governance evidence
src/services/authoritative-combat-repository.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:src/services/authoritative-combat-repository.ts	1322517625e28dada6bbdc9f6a41b091fe1cfe5dff2da74401719dfd9f0c0551	rejected application, test, fixture, API, visual, or governance evidence
src/services/combat-command-failure.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:src/services/combat-command-failure.ts	01fe4681733e3ae9e568210ad07d11cfcbf89f74ba8217ce6c45fe26a4f09f62	rejected application, test, fixture, API, visual, or governance evidence
src/services/combat-history.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:src/services/combat-history.ts	ff49d8fa505894892d10fca43b020aef16ef2d773d3315ee2ab27d57d3890375	rejected application, test, fixture, API, visual, or governance evidence
src/services/combat-live-repository.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:src/services/combat-live-repository.ts	e1dbbcfe311d82714768c0256834856a594789b1167249f53a2c8efbd4177e76	rejected application, test, fixture, API, visual, or governance evidence
src/services/combat-participant-identity.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:src/services/combat-participant-identity.ts	f2127ccd5c020ff22216157ac464098e28567bebc0311f0c4ad7c7c3431f1158	rejected application, test, fixture, API, visual, or governance evidence
src/services/combat-preview-projections.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:src/services/combat-preview-projections.ts	7c213774e89bad404aa2a7f0e8bb575d9f5c393c241794586d593066fc3febde	rejected application, test, fixture, API, visual, or governance evidence
src/services/combat-preview-repository.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:src/services/combat-preview-repository.ts	758c023dc6e5f55461074f5970e7e8846a9d71d50ce856cab7e638f46de54e3b	rejected application, test, fixture, API, visual, or governance evidence
src/services/combat-repository.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:src/services/combat-repository.ts	7172359349bbbdd30153add555169cc91df310207a40710b3b97ca7dfec48319	rejected application, test, fixture, API, visual, or governance evidence
src/services/economy-repository.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:src/services/economy-repository.ts	6215bb6a6b12c4687eeb04c594f6a08ed60d4fe567bc91a8e00ab1d5d8275fe1	rejected application, test, fixture, API, visual, or governance evidence
src/services/identity-transition-machine.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:src/services/identity-transition-machine.ts	5cceebf9057ba4ae382caac671689a5758b645737052624ba9d079bb33374705	rejected application, test, fixture, API, visual, or governance evidence
src/services/manifest-service.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:src/services/manifest-service.ts	0f7c7d58bd9bf5cabc79aef40501da2aba7bfe9248cb49640c361965dd18c426	rejected application, test, fixture, API, visual, or governance evidence
src/services/pending-daily-lobby.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:src/services/pending-daily-lobby.ts	30a62aa5666d7134c01213543de5b1562b7f0cdd3ad41d00b0555047df25a8cf	rejected application, test, fixture, API, visual, or governance evidence
src/services/pending-practice-lobby.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:src/services/pending-practice-lobby.ts	11a751ffc9b8609077f230bf6d0e70daab5c85ee40e1ec0bda2d71026cc9ef3a	rejected application, test, fixture, API, visual, or governance evidence
src/services/pending-ranked-daily.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:src/services/pending-ranked-daily.ts	9a5b7e74a559d642e2c113b96f17beeb4207d3b4c51199a2329f2f63eaa15189	rejected application, test, fixture, API, visual, or governance evidence
src/services/pending-ranked-practice.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:src/services/pending-ranked-practice.ts	2fec67283eb9cca7e030b69bc63c65eae47a9cd0e2403a613530a0442802fc66	rejected application, test, fixture, API, visual, or governance evidence
src/services/postgres-timestamp.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:src/services/postgres-timestamp.ts	52175266cb2f0600d1b68581076e6e6ddad90e4023846a18e09469238406d85c	rejected application, test, fixture, API, visual, or governance evidence
src/services/practice-combat-transport.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:src/services/practice-combat-transport.ts	bb05de83b487f4fd713ba5b9bd4fa9555a555ea4bd5efdea299ad0672cb3510c	rejected application, test, fixture, API, visual, or governance evidence
src/services/private-request-repository.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:src/services/private-request-repository.ts	939351b1c4e4d5f82a431b602751968019c8a513ee810e5b8fd0ebcbf1a62401	rejected application, test, fixture, API, visual, or governance evidence
src/services/public-repository.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:src/services/public-repository.ts	bdfd124d1fd4d71d4a371bed25c7730b0f73fa722547ede6e0433da5c270b35c	rejected application, test, fixture, API, visual, or governance evidence
src/services/realtime-reconciler.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:src/services/realtime-reconciler.ts	d3bc48771da0bda6d8c75a29bcd0aa9402f19c1223115c966fbf46f593e7d730	rejected application, test, fixture, API, visual, or governance evidence
src/services/service-error.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:src/services/service-error.ts	29300b1615e94836662028c52e5da45e1cfb831c1e7eef88b36a90d445c2334b	rejected application, test, fixture, API, visual, or governance evidence
src/services/settings-repository.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:src/services/settings-repository.ts	11a68c50e64f5209308a3c1fccb03b74247e43172146f02f051ff2b098fb9f74	rejected application, test, fixture, API, visual, or governance evidence
src/services/solo-cloud-repository.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:src/services/solo-cloud-repository.ts	822ea2fe4fb3055ea87c2bdd74727670a3aa4381cdbf65bef74e1bbf05f625c1	rejected application, test, fixture, API, visual, or governance evidence
src/services/sound-controller.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:src/services/sound-controller.ts	66793dc2a0b1dcf844bc748258a2e68da1aa503021968e7322b892edfb4e3897	rejected application, test, fixture, API, visual, or governance evidence
src/services/word-list-provider.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:src/services/word-list-provider.ts	147143a5db1197640005cb7cb503c7c1f2c2282dad8800d9dcddfe25dd350501	rejected application, test, fixture, API, visual, or governance evidence
src/styles/global.css	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:src/styles/global.css	ac845b31d198586fddf8beb3d1a36409d0ceeac20b1f6c3e96e1c99cf4b6eed7	rejected application, test, fixture, API, visual, or governance evidence
src/types/database.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:src/types/database.ts	5604d04ca3f1b86a126a9de1fd5a649af6e35d26fe911a9249afb2bf8d312267	rejected application, test, fixture, API, visual, or governance evidence
src/types/services.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:src/types/services.ts	02df7fb37b9473f1bf5dc1a574aa43b52152fa99b26e33bec7c55c2e220d9b34	rejected application, test, fixture, API, visual, or governance evidence
supabase/config.toml	transform	supabase/config.toml	9879a1b6ebb1f4e83bc67726c435de6a1d3de3d8a65ab11486210e4aa86ba56c	safe template rewritten for clean Next.js bootstrap
supabase/migrations.sha256	retain	supabase/migrations.sha256	f73fc5e4260585a93035c4dc2b5bb9216d5576124c55f652d4a66b1369fd14bf	immutable baseline retained byte-for-byte
supabase/migrations/20260526012500_phase8_accounts.sql	retain	supabase/migrations/20260526012500_phase8_accounts.sql	b6d5f52f228987978127e3cfe410dc76a23c991e28582c7aa2886d4a60ba48b6	immutable baseline retained byte-for-byte
supabase/migrations/20260604024500_phase23_live_multiplayer.sql	retain	supabase/migrations/20260604024500_phase23_live_multiplayer.sql	3923a2587b32712c4f9217524848e6653be62080e2beb4890222079a32ae0053	immutable baseline retained byte-for-byte
supabase/migrations/20260604033000_phase23_competitive_multiplayer.sql	retain	supabase/migrations/20260604033000_phase23_competitive_multiplayer.sql	058080e5109f5b9537d63669341de2a97d6c1816a4658018b0837105fa874f73	immutable baseline retained byte-for-byte
supabase/migrations/20260604050824_phase23_online_multiplayer_fixes.sql	retain	supabase/migrations/20260604050824_phase23_online_multiplayer_fixes.sql	c7e68fba2197596cec7e30adf9fb528756b98bc0c381763f375ad16a226961ef	immutable baseline retained byte-for-byte
supabase/migrations/20260604202631_phase23_multiplayer_grants_reset_forfeit.sql	retain	supabase/migrations/20260604202631_phase23_multiplayer_grants_reset_forfeit.sql	cc0db80c578e766f7d16be63b40fdd7adfbbab8908cdcda4a80d1fd3c665d9ab	immutable baseline retained byte-for-byte
supabase/migrations/20260604210000_phase23_live_policy_recursion_fix.sql	retain	supabase/migrations/20260604210000_phase23_live_policy_recursion_fix.sql	bd931fa12ab7c7da0befaa75b9f0160a36366cf5e864f7b2b151314a7209929d	immutable baseline retained byte-for-byte
supabase/migrations/20260604211000_phase23_live_join_policy_fix.sql	retain	supabase/migrations/20260604211000_phase23_live_join_policy_fix.sql	e7d2dc23a91f0ab140db196f81be9d7d9fc66e6f2e51e3d6ca71517f143430dd	immutable baseline retained byte-for-byte
supabase/migrations/20260604211500_phase23_live_matched_lobby_visibility.sql	retain	supabase/migrations/20260604211500_phase23_live_matched_lobby_visibility.sql	0f5de6d3e34629fe7e9d6909e260147a12fcf37231d8adf98722a64e741280db	immutable baseline retained byte-for-byte
supabase/migrations/20260604223000_phase23_daily_multiplayer_claims.sql	retain	supabase/migrations/20260604223000_phase23_daily_multiplayer_claims.sql	bd30360847f63f6a8bf8c1df5d59ac23651bcd3a4c6bb0adea7622c9b033a6a6	immutable baseline retained byte-for-byte
supabase/migrations/20260605043000_phase23_stage4_lobby_cancel_spectators.sql	retain	supabase/migrations/20260605043000_phase23_stage4_lobby_cancel_spectators.sql	60b85321d29084f2fad5d84653520995bf41842acc00e07aa9bbdaaeca35f68e	immutable baseline retained byte-for-byte
supabase/migrations/20260605223500_phase23_stage6_daily_claim_release.sql	retain	supabase/migrations/20260605223500_phase23_stage6_daily_claim_release.sql	d839483549d8a3ff03a7f813c8217c97c4b9a16bfc6077eb5458d3a46ad2772b	immutable baseline retained byte-for-byte
supabase/migrations/20260615235440_phase26_live_v1_authenticated_spectator_projection.sql	retain	supabase/migrations/20260615235440_phase26_live_v1_authenticated_spectator_projection.sql	74faf075d3d4617567d66b3b117fae108ea2803158531d5a7bdba41fa5be860d	immutable baseline retained byte-for-byte
supabase/migrations/20260616054019_phase27_trusted_settlement_ranked_queue.sql	retain	supabase/migrations/20260616054019_phase27_trusted_settlement_ranked_queue.sql	c10cf16373fc7e78aee9ea0b0abc8d2bbfe1185c76e3fe8cc8e66601936c03c2	immutable baseline retained byte-for-byte
supabase/migrations/20260616055149_phase27_settlement_rpc_unambiguous_profile_upsert.sql	retain	supabase/migrations/20260616055149_phase27_settlement_rpc_unambiguous_profile_upsert.sql	c8ccdf4408e92ac7fad1e5dc19c2a4b85a51a41e830d823ac4184b40fe122644	immutable baseline retained byte-for-byte
supabase/migrations/20260616165434_phase27_ranked_queue_game_finalization.sql	retain	supabase/migrations/20260616165434_phase27_ranked_queue_game_finalization.sql	6a73b22922dd6693240c748b64cce78a4d4b396644a7dc70f6ce69bcc572339a	immutable baseline retained byte-for-byte
supabase/migrations/20260618004638_phase28_live_spectator_v2_daily_terminal_hold.sql	retain	supabase/migrations/20260618004638_phase28_live_spectator_v2_daily_terminal_hold.sql	63d526b14e242ef0cfb65805748a2b8776e6c31f00c170953f41c2fe5f9b42eb	immutable baseline retained byte-for-byte
supabase/migrations/20260621003033_phase29_public_profile_rls.sql	retain	supabase/migrations/20260621003033_phase29_public_profile_rls.sql	fb1ec0df10608664a921f6edae37054a8f704d611fe56e0a018199193dbaf96d	immutable baseline retained byte-for-byte
supabase/migrations/20260623011923_phase30_public_ranked_leaderboard_rpc.sql	retain	supabase/migrations/20260623011923_phase30_public_ranked_leaderboard_rpc.sql	2d6fcbc61872b5f6d5218f3b4c8dd8925fffa7aad05b0b57f205252e9b0b9284	immutable baseline retained byte-for-byte
supabase/migrations/20260623235121_phase31_practice_rematch_requests.sql	retain	supabase/migrations/20260623235121_phase31_practice_rematch_requests.sql	67a0d63f61189680d1f987630851d1b1dc6f9f87e53ada39ba1b53f39aa18f13	immutable baseline retained byte-for-byte
supabase/migrations/20260624233635_phase32_participant_identity_rpc.sql	retain	supabase/migrations/20260624233635_phase32_participant_identity_rpc.sql	9286b66fef567d143e1e7e06e2d9c155bf199663425dad0e1f9a0d41a12ea136	immutable baseline retained byte-for-byte
supabase/migrations/20260626000925_phase33_timed_ranked_practice.sql	retain	supabase/migrations/20260626000925_phase33_timed_ranked_practice.sql	2d38a2c50566e31b241702dec49f50a678f0a3a505b8c979c839b4d19e42ebe6	immutable baseline retained byte-for-byte
supabase/migrations/20260627230835_phase35_ranked_live_identity_spectator_profiles.sql	retain	supabase/migrations/20260627230835_phase35_ranked_live_identity_spectator_profiles.sql	cd7c0da86a8ff5ea1c402f3cdeea6bd82c47e59a5101e3b5cb7805912e2eba4d	immutable baseline retained byte-for-byte
supabase/migrations/20260630215141_phase38_public_spectator_projection.sql	retain	supabase/migrations/20260630215141_phase38_public_spectator_projection.sql	170b38a5a9da0b003541dda2d23d9e7a0b35c122747d9f6d730c0e35cf79955b	immutable baseline retained byte-for-byte
supabase/migrations/20260630220251_phase38_daily_claim_rpc_anon_revoke.sql	retain	supabase/migrations/20260630220251_phase38_daily_claim_rpc_anon_revoke.sql	4809b727cbc036a4bbc14fad6d4989a4231cba33f6a2b3822e4d968aff758bec	immutable baseline retained byte-for-byte
supabase/migrations/20260701221500_phase40_private_match_requests.sql	retain	supabase/migrations/20260701221500_phase40_private_match_requests.sql	fe27cf98a83608a5b11dab2ae83d05c17876d8cc9f8334a7f853418dac6f8c20	immutable baseline retained byte-for-byte
supabase/migrations/20260701232434_phase40_private_match_accept_contract_repair.sql	retain	supabase/migrations/20260701232434_phase40_private_match_accept_contract_repair.sql	94672cbb0b1f93c2b384e1d5704197f819c5ba4acbfb5b77a572c8ad52f30d9b	immutable baseline retained byte-for-byte
supabase/migrations/20260703152720_phase42_site_stats_dashboard_rpc.sql	retain	supabase/migrations/20260703152720_phase42_site_stats_dashboard_rpc.sql	e04a38c4cca099f4fc8535936c039bbfb5c1f30b1c4cfc328121a1bc998c6ab3	immutable baseline retained byte-for-byte
supabase/migrations/20260703154556_phase42_browser_grant_rls_repair.sql	retain	supabase/migrations/20260703154556_phase42_browser_grant_rls_repair.sql	843b23d300f276b816e26c644ce592665469080e5b47a6bdb23359e46b649e74	immutable baseline retained byte-for-byte
supabase/migrations/20260703160756_phase42_ranked_result_rls_recursion_repair.sql	retain	supabase/migrations/20260703160756_phase42_ranked_result_rls_recursion_repair.sql	4e77d91fedf92a79b8462a89c7db076e174eb8ddcc1e3420d6b208e1b11bfc55	immutable baseline retained byte-for-byte
supabase/migrations/20260703230106_phase43_ranked_queue_matching_fairness.sql	retain	supabase/migrations/20260703230106_phase43_ranked_queue_matching_fairness.sql	c1a2cdbd9c32d434291eadece0b34893ebd05c86793df89a44f85872d49efc9c	immutable baseline retained byte-for-byte
supabase/migrations/20260708202000_phase50_ranked_practice_fifo_matchmaking.sql	retain	supabase/migrations/20260708202000_phase50_ranked_practice_fifo_matchmaking.sql	376cb6363a9dcea7be6dc11925054837e269c625a89d1700dc81b8870ba382de	immutable baseline retained byte-for-byte
supabase/migrations/20260710061039_phase55_ranked_daily_multiplayer.sql	retain	supabase/migrations/20260710061039_phase55_ranked_daily_multiplayer.sql	7e71de944f6c3f3a89b947a5cd2b8dcc45a1049fa8391f552f8ecb02308dadf4	immutable baseline retained byte-for-byte
supabase/migrations/20260710180608_phase55_ranked_daily_contract_repair.sql	retain	supabase/migrations/20260710180608_phase55_ranked_daily_contract_repair.sql	078e0e44e2151841666ec1a6c9f133544df5c280e3eb9d53aba36590bac27c14	immutable baseline retained byte-for-byte
supabase/migrations/20260710183654_phase55_ranked_daily_queue_matched_at_repair.sql	retain	supabase/migrations/20260710183654_phase55_ranked_daily_queue_matched_at_repair.sql	a865791b87280d14fd0f44dcbed4a5da072bee7d329e58dc6d1a135ca506f637	immutable baseline retained byte-for-byte
supabase/migrations/20260710184116_phase55_ranked_daily_cleanup_orphan_repair.sql	retain	supabase/migrations/20260710184116_phase55_ranked_daily_cleanup_orphan_repair.sql	4fdde5ae912617f002eec9df698c417c55b96028c8393a08a283eca4f46aae3f	immutable baseline retained byte-for-byte
supabase/migrations/20260710184922_phase55_ranked_daily_finalization_authority_repair.sql	retain	supabase/migrations/20260710184922_phase55_ranked_daily_finalization_authority_repair.sql	f13da197325f5799cf98a04f5faa250ec0608d1733c241fc0dccac4b99038432	immutable baseline retained byte-for-byte
supabase/migrations/20260711001811_phase56_private_request_center_and_anti_spam.sql	retain	supabase/migrations/20260711001811_phase56_private_request_center_and_anti_spam.sql	8848a57785b04da2631a3a9dbafa9a591d0213d04c9e888984c467e309c4e925	immutable baseline retained byte-for-byte
supabase/migrations/20260711051818_phase57_solo_practice_marketplace_and_consumables.sql	retain	supabase/migrations/20260711051818_phase57_solo_practice_marketplace_and_consumables.sql	8fbbaf6a8f6ec2fb5398716d2f06161666743367b0330999c20adabd6265a209	immutable baseline retained byte-for-byte
supabase/migrations/20260711212934_post_phase57_spectator_termination_transparency.sql	retain	supabase/migrations/20260711212934_post_phase57_spectator_termination_transparency.sql	d079f996ea2ccfa588332a8db19d7a637ac0be30713b45f951d3b222cf1c98c8	immutable baseline retained byte-for-byte
